"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,NY,READM-30-PN-HRRP,752,,1.1515,19.0518,16.5455,153,07/01/2021,06/30/2024
GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.8423,3.9575,4.6982,Too Few to Report,07/01/2021,06/30/2024
GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,NY,READM-30-HF-HRRP,608,,1.0782,20.9666,19.4456,133,07/01/2021,06/30/2024
GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,NY,READM-30-COPD-HRRP,193,,1.0597,18.0213,17.0065,39,07/01/2021,06/30/2024
GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,NY,READM-30-CABG-HRRP,N/A,,0.9886,10.8988,11.0241,Too Few to Report,07/01/2021,06/30/2024
GOOD SAMARITAN HOSPITAL OF SUFFERN,330158,NY,READM-30-AMI-HRRP,242,,1.0679,14.7134,13.7774,39,07/01/2021,06/30/2024
STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,READM-30-PN-HRRP,868,,1.0113,16.3872,16.2044,143,07/01/2021,06/30/2024
STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,READM-30-HIP-KNEE-HRRP,N/A,,1.2066,6.1499,5.0969,Too Few to Report,07/01/2021,06/30/2024
STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,READM-30-HF-HRRP,1073,,0.9573,18.5606,19.3885,196,07/01/2021,06/30/2024
STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,READM-30-COPD-HRRP,347,,1.0993,21.5217,19.5773,82,07/01/2021,06/30/2024
STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,READM-30-CABG-HRRP,N/A,,0.8390,9.1720,10.9326,Too Few to Report,07/01/2021,06/30/2024
STATEN ISLAND UNIVERSITY HOSPITAL,330160,NY,READM-30-AMI-HRRP,257,,1.0179,13.6526,13.4123,36,07/01/2021,06/30/2024
NORTHERN WESTCHESTER HOSPITAL,330162,NY,READM-30-PN-HRRP,300,,1.0448,14.7087,14.0778,47,07/01/2021,06/30/2024
NORTHERN WESTCHESTER HOSPITAL,330162,NY,READM-30-HIP-KNEE-HRRP,N/A,,1.0730,6.3702,5.9370,Too Few to Report,07/01/2021,06/30/2024
NORTHERN WESTCHESTER HOSPITAL,330162,NY,READM-30-HF-HRRP,356,,0.9371,16.7291,17.8513,55,07/01/2021,06/30/2024
NORTHERN WESTCHESTER HOSPITAL,330162,NY,READM-30-COPD-HRRP,74,,1.0162,17.3442,17.0679,14,07/01/2021,06/30/2024
NORTHERN WESTCHESTER HOSPITAL,330162,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
NORTHERN WESTCHESTER HOSPITAL,330162,NY,READM-30-AMI-HRRP,161,,1.0392,13.6897,13.1732,24,07/01/2021,06/30/2024
HIGHLAND HOSPITAL,330164,NY,READM-30-PN-HRRP,274,,1.0308,15.3254,14.8669,44,07/01/2021,06/30/2024
HIGHLAND HOSPITAL,330164,NY,READM-30-HIP-KNEE-HRRP,N/A,,1.0468,5.9796,5.7125,Too Few to Report,07/01/2021,06/30/2024
HIGHLAND HOSPITAL,330164,NY,READM-30-HF-HRRP,300,,1.0273,19.6860,19.1630,61,07/01/2021,06/30/2024
HIGHLAND HOSPITAL,330164,NY,READM-30-COPD-HRRP,69,,1.0239,19.1776,18.7305,15,07/01/2021,06/30/2024
HIGHLAND HOSPITAL,330164,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
HIGHLAND HOSPITAL,330164,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"WESTFIELD MEMORIAL HOSPITAL, INC",330166,NY,READM-30-PN-HRRP,N/A,,0.9932,12.2610,12.3452,Too Few to Report,07/01/2021,06/30/2024
"WESTFIELD MEMORIAL HOSPITAL, INC",330166,NY,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"WESTFIELD MEMORIAL HOSPITAL, INC",330166,NY,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"WESTFIELD MEMORIAL HOSPITAL, INC",330166,NY,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"WESTFIELD MEMORIAL HOSPITAL, INC",330166,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"WESTFIELD MEMORIAL HOSPITAL, INC",330166,NY,READM-30-AMI-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
MOUNT SINAI BETH ISRAEL,330169,NY,READM-30-PN-HRRP,554,,1.1652,19.2109,16.4875,117,07/01/2021,06/30/2024
MOUNT SINAI BETH ISRAEL,330169,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
MOUNT SINAI BETH ISRAEL,330169,NY,READM-30-HF-HRRP,569,,0.9982,20.9372,20.9747,119,07/01/2021,06/30/2024
MOUNT SINAI BETH ISRAEL,330169,NY,READM-30-COPD-HRRP,134,,1.1043,20.5155,18.5777,35,07/01/2021,06/30/2024
MOUNT SINAI BETH ISRAEL,330169,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
MOUNT SINAI BETH ISRAEL,330169,NY,READM-30-AMI-HRRP,119,,0.9739,14.6023,14.9939,16,07/01/2021,06/30/2024
GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,330175,NY,READM-30-PN-HRRP,264,,1.0072,14.2164,14.1145,38,07/01/2021,06/30/2024
GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,330175,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,330175,NY,READM-30-HF-HRRP,177,,1.0916,19.0897,17.4879,40,07/01/2021,06/30/2024
GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,330175,NY,READM-30-COPD-HRRP,N/A,,0.9793,15.2999,15.6239,Too Few to Report,07/01/2021,06/30/2024
GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,330175,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,330175,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"SAMARITAN HOSPITAL OF TROY, NEW YORK",330180,NY,READM-30-PN-HRRP,397,,0.9399,16.1739,17.2086,60,07/01/2021,06/30/2024
"SAMARITAN HOSPITAL OF TROY, NEW YORK",330180,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"SAMARITAN HOSPITAL OF TROY, NEW YORK",330180,NY,READM-30-HF-HRRP,374,,0.9343,18.9640,20.2974,66,07/01/2021,06/30/2024
"SAMARITAN HOSPITAL OF TROY, NEW YORK",330180,NY,READM-30-COPD-HRRP,N/A,,0.8889,16.7871,18.8855,Too Few to Report,07/01/2021,06/30/2024
"SAMARITAN HOSPITAL OF TROY, NEW YORK",330180,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"SAMARITAN HOSPITAL OF TROY, NEW YORK",330180,NY,READM-30-AMI-HRRP,103,,0.9419,13.6804,14.5242,11,07/01/2021,06/30/2024
NORTHWELL HOSPITAL GLEN COVE,330181,NY,READM-30-PN-HRRP,234,,0.8207,14.2036,17.3077,20,07/01/2021,06/30/2024
NORTHWELL HOSPITAL GLEN COVE,330181,NY,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
NORTHWELL HOSPITAL GLEN COVE,330181,NY,READM-30-HF-HRRP,161,,0.9051,18.1452,20.0470,22,07/01/2021,06/30/2024
NORTHWELL HOSPITAL GLEN COVE,330181,NY,READM-30-COPD-HRRP,N/A,,0.9972,17.7136,17.7642,Too Few to Report,07/01/2021,06/30/2024
NORTHWELL HOSPITAL GLEN COVE,330181,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
NORTHWELL HOSPITAL GLEN COVE,330181,NY,READM-30-AMI-HRRP,N/A,,1.0359,19.1348,18.4720,Too Few to Report,07/01/2021,06/30/2024
ST FRANCIS HOSPITAL - THE HEART CENTER,330182,NY,READM-30-PN-HRRP,1210,,1.0659,17.0788,16.0226,211,07/01/2021,06/30/2024
ST FRANCIS HOSPITAL - THE HEART CENTER,330182,NY,READM-30-HIP-KNEE-HRRP,872,,0.7760,4.1147,5.3022,33,07/01/2021,06/30/2024
ST FRANCIS HOSPITAL - THE HEART CENTER,330182,NY,READM-30-HF-HRRP,2080,,0.9509,19.0217,20.0037,392,07/01/2021,06/30/2024
ST FRANCIS HOSPITAL - THE HEART CENTER,330182,NY,READM-30-COPD-HRRP,315,,0.9612,17.4311,18.1355,52,07/01/2021,06/30/2024
ST FRANCIS HOSPITAL - THE HEART CENTER,330182,NY,READM-30-CABG-HRRP,456,,0.8277,8.0706,9.7510,32,07/01/2021,06/30/2024
ST FRANCIS HOSPITAL - THE HEART CENTER,330182,NY,READM-30-AMI-HRRP,614,,1.0939,14.8769,13.6000,96,07/01/2021,06/30/2024
MONTEFIORE NEW ROCHELLE HOSPITAL,330184,NY,READM-30-PN-HRRP,189,,1.0581,16.5222,15.6144,35,07/01/2021,06/30/2024
MONTEFIORE NEW ROCHELLE HOSPITAL,330184,NY,READM-30-HIP-KNEE-HRRP,282,,0.9559,4.4365,4.6412,12,07/01/2021,06/30/2024
MONTEFIORE NEW ROCHELLE HOSPITAL,330184,NY,READM-30-HF-HRRP,172,,1.0680,21.5873,20.2131,42,07/01/2021,06/30/2024
MONTEFIORE NEW ROCHELLE HOSPITAL,330184,NY,READM-30-COPD-HRRP,71,,1.0453,19.2966,18.4596,17,07/01/2021,06/30/2024
MONTEFIORE NEW ROCHELLE HOSPITAL,330184,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
MONTEFIORE NEW ROCHELLE HOSPITAL,330184,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,330185,NY,READM-30-PN-HRRP,839,,0.9029,15.4861,17.1515,123,07/01/2021,06/30/2024
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,330185,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.9994,6.0323,6.0357,Too Few to Report,07/01/2021,06/30/2024
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,330185,NY,READM-30-HF-HRRP,497,,0.9700,20.7763,21.4184,101,07/01/2021,06/30/2024
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,330185,NY,READM-30-COPD-HRRP,172,,0.9007,17.9347,19.9110,23,07/01/2021,06/30/2024
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,330185,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,330185,NY,READM-30-AMI-HRRP,149,,0.9847,13.9551,14.1719,20,07/01/2021,06/30/2024
MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,330188,NY,READM-30-PN-HRRP,117,,1.1262,15.5351,13.7947,26,07/01/2021,06/30/2024
MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,330188,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,330188,NY,READM-30-HF-HRRP,118,,1.0124,18.7437,18.5140,23,07/01/2021,06/30/2024
MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,330188,NY,READM-30-COPD-HRRP,59,,1.0242,15.7470,15.3756,11,07/01/2021,06/30/2024
MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,330188,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,330188,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
GLENS FALLS HOSPITAL,330191,NY,READM-30-PN-HRRP,346,,0.9652,15.1306,15.6754,50,07/01/2021,06/30/2024
GLENS FALLS HOSPITAL,330191,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
GLENS FALLS HOSPITAL,330191,NY,READM-30-HF-HRRP,333,,0.9338,18.2975,19.5955,56,07/01/2021,06/30/2024
GLENS FALLS HOSPITAL,330191,NY,READM-30-COPD-HRRP,179,,0.9121,17.2522,18.9154,24,07/01/2021,06/30/2024
GLENS FALLS HOSPITAL,330191,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
GLENS FALLS HOSPITAL,330191,NY,READM-30-AMI-HRRP,93,,1.0826,12.9362,11.9490,16,07/01/2021,06/30/2024
FLUSHING HOSPITAL MEDICAL CENTER,330193,NY,READM-30-PN-HRRP,258,,0.9800,20.7201,21.1437,52,07/01/2021,06/30/2024
FLUSHING HOSPITAL MEDICAL CENTER,330193,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
FLUSHING HOSPITAL MEDICAL CENTER,330193,NY,READM-30-HF-HRRP,151,,0.9631,23.1023,23.9874,32,07/01/2021,06/30/2024
FLUSHING HOSPITAL MEDICAL CENTER,330193,NY,READM-30-COPD-HRRP,44,,1.0410,24.4911,23.5265,14,07/01/2021,06/30/2024
FLUSHING HOSPITAL MEDICAL CENTER,330193,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
FLUSHING HOSPITAL MEDICAL CENTER,330193,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
MAIMONIDES MEDICAL CENTER,330194,NY,READM-30-PN-HRRP,975,,1.3011,23.6940,18.2107,250,07/01/2021,06/30/2024
MAIMONIDES MEDICAL CENTER,330194,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.9715,4.8308,4.9724,Too Few to Report,07/01/2021,06/30/2024
MAIMONIDES MEDICAL CENTER,330194,NY,READM-30-HF-HRRP,1161,,1.1235,22.1688,19.7326,266,07/01/2021,06/30/2024
MAIMONIDES MEDICAL CENTER,330194,NY,READM-30-COPD-HRRP,207,,1.0524,23.1891,22.0355,52,07/01/2021,06/30/2024
MAIMONIDES MEDICAL CENTER,330194,NY,READM-30-CABG-HRRP,N/A,,1.0523,11.2668,10.7069,Too Few to Report,07/01/2021,06/30/2024
MAIMONIDES MEDICAL CENTER,330194,NY,READM-30-AMI-HRRP,433,,1.0368,15.7257,15.1677,70,07/01/2021,06/30/2024
LONG ISLAND JEWISH MEDICAL CENTER,330195,NY,READM-30-PN-HRRP,1252,,1.0740,17.2642,16.0747,221,07/01/2021,06/30/2024
LONG ISLAND JEWISH MEDICAL CENTER,330195,NY,READM-30-HIP-KNEE-HRRP,323,,0.9056,4.3753,4.8314,13,07/01/2021,06/30/2024
LONG ISLAND JEWISH MEDICAL CENTER,330195,NY,READM-30-HF-HRRP,1095,,1.0413,20.5505,19.7347,228,07/01/2021,06/30/2024
LONG ISLAND JEWISH MEDICAL CENTER,330195,NY,READM-30-COPD-HRRP,353,,1.0591,19.4564,18.3712,73,07/01/2021,06/30/2024
LONG ISLAND JEWISH MEDICAL CENTER,330195,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
LONG ISLAND JEWISH MEDICAL CENTER,330195,NY,READM-30-AMI-HRRP,166,,1.0393,13.8766,13.3518,25,07/01/2021,06/30/2024
SOUTH BROOKLYN HEALTH,330196,NY,READM-30-PN-HRRP,571,,1.1980,22.0848,18.4354,139,07/01/2021,06/30/2024
SOUTH BROOKLYN HEALTH,330196,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
SOUTH BROOKLYN HEALTH,330196,NY,READM-30-HF-HRRP,448,,1.0969,23.2136,21.1637,111,07/01/2021,06/30/2024
SOUTH BROOKLYN HEALTH,330196,NY,READM-30-COPD-HRRP,167,,1.0566,24.2903,22.9893,45,07/01/2021,06/30/2024
SOUTH BROOKLYN HEALTH,330196,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
SOUTH BROOKLYN HEALTH,330196,NY,READM-30-AMI-HRRP,99,,1.0799,17.1027,15.8379,21,07/01/2021,06/30/2024
CANTON-POTSDAM HOSPITAL,330197,NY,READM-30-PN-HRRP,213,,0.9941,15.2076,15.2980,32,07/01/2021,06/30/2024
CANTON-POTSDAM HOSPITAL,330197,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CANTON-POTSDAM HOSPITAL,330197,NY,READM-30-HF-HRRP,168,,1.0760,20.0691,18.6519,39,07/01/2021,06/30/2024
CANTON-POTSDAM HOSPITAL,330197,NY,READM-30-COPD-HRRP,108,,0.9717,17.6844,18.1987,17,07/01/2021,06/30/2024
CANTON-POTSDAM HOSPITAL,330197,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CANTON-POTSDAM HOSPITAL,330197,NY,READM-30-AMI-HRRP,N/A,,1.0519,15.3555,14.5979,Too Few to Report,07/01/2021,06/30/2024
MOUNT SINAI SOUTH NASSAU,330198,NY,READM-30-PN-HRRP,1236,,1.1933,19.8812,16.6603,258,07/01/2021,06/30/2024
MOUNT SINAI SOUTH NASSAU,330198,NY,READM-30-HIP-KNEE-HRRP,N/A,,1.2584,6.0444,4.8031,Too Few to Report,07/01/2021,06/30/2024
MOUNT SINAI SOUTH NASSAU,330198,NY,READM-30-HF-HRRP,679,,0.9531,19.0703,20.0080,126,07/01/2021,06/30/2024
MOUNT SINAI SOUTH NASSAU,330198,NY,READM-30-COPD-HRRP,238,,0.9921,17.4744,17.6144,41,07/01/2021,06/30/2024
MOUNT SINAI SOUTH NASSAU,330198,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
MOUNT SINAI SOUTH NASSAU,330198,NY,READM-30-AMI-HRRP,224,,1.0051,14.1683,14.0959,32,07/01/2021,06/30/2024
METROPOLITAN HOSPITAL CENTER,330199,NY,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
METROPOLITAN HOSPITAL CENTER,330199,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
METROPOLITAN HOSPITAL CENTER,330199,NY,READM-30-HF-HRRP,N/A,,0.9770,20.4733,20.9557,Too Few to Report,07/01/2021,06/30/2024
METROPOLITAN HOSPITAL CENTER,330199,NY,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
METROPOLITAN HOSPITAL CENTER,330199,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
METROPOLITAN HOSPITAL CENTER,330199,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
KINGS COUNTY HOSPITAL CENTER,330202,NY,READM-30-PN-HRRP,85,,1.0388,16.9747,16.3402,17,07/01/2021,06/30/2024
KINGS COUNTY HOSPITAL CENTER,330202,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
KINGS COUNTY HOSPITAL CENTER,330202,NY,READM-30-HF-HRRP,127,,0.9175,18.2748,19.9171,17,07/01/2021,06/30/2024
KINGS COUNTY HOSPITAL CENTER,330202,NY,READM-30-COPD-HRRP,N/A,,0.9849,19.3008,19.5964,Too Few to Report,07/01/2021,06/30/2024
KINGS COUNTY HOSPITAL CENTER,330202,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
KINGS COUNTY HOSPITAL CENTER,330202,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CROUSE HOSPITAL,330203,NY,READM-30-PN-HRRP,517,,1.1096,15.6920,14.1422,88,07/01/2021,06/30/2024
CROUSE HOSPITAL,330203,NY,READM-30-HIP-KNEE-HRRP,N/A,,1.0284,5.3181,5.1715,Too Few to Report,07/01/2021,06/30/2024
CROUSE HOSPITAL,330203,NY,READM-30-HF-HRRP,477,,1.0084,17.6957,17.5484,85,07/01/2021,06/30/2024
CROUSE HOSPITAL,330203,NY,READM-30-COPD-HRRP,151,,1.0847,17.9409,16.5407,33,07/01/2021,06/30/2024
CROUSE HOSPITAL,330203,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
CROUSE HOSPITAL,330203,NY,READM-30-AMI-HRRP,94,,1.0350,13.0336,12.5923,14,07/01/2021,06/30/2024
BELLEVUE HOSPITAL CENTER,330204,NY,READM-30-PN-HRRP,N/A,,0.9635,15.3593,15.9412,Too Few to Report,07/01/2021,06/30/2024
BELLEVUE HOSPITAL CENTER,330204,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BELLEVUE HOSPITAL CENTER,330204,NY,READM-30-HF-HRRP,112,,1.0603,22.8421,21.5428,30,07/01/2021,06/30/2024
BELLEVUE HOSPITAL CENTER,330204,NY,READM-30-COPD-HRRP,N/A,,1.0496,19.7454,18.8123,Too Few to Report,07/01/2021,06/30/2024
BELLEVUE HOSPITAL CENTER,330204,NY,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
BELLEVUE HOSPITAL CENTER,330204,NY,READM-30-AMI-HRRP,N/A,,0.9501,14.7137,15.4859,Too Few to Report,07/01/2021,06/30/2024
ST ANTHONY COMMUNITY HOSPITAL,330205,NY,READM-30-PN-HRRP,180,,0.8859,12.0984,13.6561,14,07/01/2021,06/30/2024
ST ANTHONY COMMUNITY HOSPITAL,330205,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.8562,4.2595,4.9751,Too Few to Report,07/01/2021,06/30/2024
ST ANTHONY COMMUNITY HOSPITAL,330205,NY,READM-30-HF-HRRP,100,,0.9856,18.0334,18.2972,17,07/01/2021,06/30/2024
ST ANTHONY COMMUNITY HOSPITAL,330205,NY,READM-30-COPD-HRRP,N/A,,1.0320,13.9143,13.4835,Too Few to Report,07/01/2021,06/30/2024
ST ANTHONY COMMUNITY HOSPITAL,330205,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ST ANTHONY COMMUNITY HOSPITAL,330205,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,READM-30-PN-HRRP,284,,1.0757,17.6167,16.3762,55,07/01/2021,06/30/2024
ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.8739,3.8266,4.3786,Too Few to Report,07/01/2021,06/30/2024
ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,READM-30-HF-HRRP,366,,1.1035,20.9871,19.0187,84,07/01/2021,06/30/2024
ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,READM-30-COPD-HRRP,180,,0.9643,17.6008,18.2525,29,07/01/2021,06/30/2024
ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
NYU LANGONE HOSPITALS,330214,NY,READM-30-PN-HRRP,3672,,0.8656,15.9268,18.3996,575,07/01/2021,06/30/2024
NYU LANGONE HOSPITALS,330214,NY,READM-30-HIP-KNEE-HRRP,2626,,0.7454,3.9732,5.3304,101,07/01/2021,06/30/2024
NYU LANGONE HOSPITALS,330214,NY,READM-30-HF-HRRP,3232,,0.8765,19.6375,22.4039,625,07/01/2021,06/30/2024
NYU LANGONE HOSPITALS,330214,NY,READM-30-COPD-HRRP,578,,0.9984,21.4750,21.5100,124,07/01/2021,06/30/2024
NYU LANGONE HOSPITALS,330214,NY,READM-30-CABG-HRRP,337,,0.7637,9.1952,12.0404,24,07/01/2021,06/30/2024
NYU LANGONE HOSPITALS,330214,NY,READM-30-AMI-HRRP,693,,0.8863,14.0310,15.8311,91,07/01/2021,06/30/2024
"ROME MEMORIAL HOSPITAL, INC",330215,NY,READM-30-PN-HRRP,128,,1.0264,15.0623,14.6750,21,07/01/2021,06/30/2024
"ROME MEMORIAL HOSPITAL, INC",330215,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"ROME MEMORIAL HOSPITAL, INC",330215,NY,READM-30-HF-HRRP,97,,1.0297,19.4711,18.9089,21,07/01/2021,06/30/2024
"ROME MEMORIAL HOSPITAL, INC",330215,NY,READM-30-COPD-HRRP,76,,1.0060,16.5383,16.4397,13,07/01/2021,06/30/2024
"ROME MEMORIAL HOSPITAL, INC",330215,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
"ROME MEMORIAL HOSPITAL, INC",330215,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
OSWEGO HOSPITAL,330218,NY,READM-30-PN-HRRP,237,,1.0705,17.4784,16.3270,46,07/01/2021,06/30/2024
OSWEGO HOSPITAL,330218,NY,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
OSWEGO HOSPITAL,330218,NY,READM-30-HF-HRRP,172,,1.0143,20.3307,20.0448,36,07/01/2021,06/30/2024
OSWEGO HOSPITAL,330218,NY,READM-30-COPD-HRRP,N/A,,1.0003,15.6463,15.6419,Too Few to Report,07/01/2021,06/30/2024
OSWEGO HOSPITAL,330218,NY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
OSWEGO HOSPITAL,330218,NY,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2021,06/30/2024
ERIE COUNTY MEDICAL CENTER,330219,NY,READM-30-PN-HRRP,103,,0.9994,19.4598,19.4718,20,07/01/2021,06/30/2024
ERIE COUNTY MEDICAL CENTER,330219,NY,READM-30-HIP-KNEE-HRRP,N/A,,0.8356,4.7673,5.7050,Too Few to Report,07/01/2021,06/30/2024
